Id,Weekly_Sales
4_52_2012-11-09,3847.8382916959063
4_52_2012-11-16,4243.16877502924
4_52_2012-11-23,7838.487350000002
4_52_2012-11-30,5920.038150000002
4_52_2012-12-07,4696.017906140351
4_52_2012-12-14,4739.2697228070165
4_52_2012-12-21,5462.103806140351
4_52_2012-12-28,3308.901956140352
4_52_2013-01-04,3312.440320797342
4_52_2013-01-11,3190.1310641306745
4_52_2013-01-18,3111.2985929401993
4_52_2013-01-25,3975.359428178295
4_52_2013-02-01,4628.750918178293
4_52_2013-02-08,4626.067376511628
4_52_2013-02-15,4604.5608931782945
4_52_2013-02-22,4033.883573178295
4_52_2013-03-01,4372.841276511627
4_52_2013-03-08,4687.601476511627
4_52_2013-03-15,3652.689802993109
4_52_2013-03-22,4000.2382179931096
4_52_2013-03-29,3468.055616511627
4_52_2013-04-05,2825.066934844961
4_52_2013-04-12,3291.1493082281736
4_52_2013-04-19,3187.5198230429896
4_52_2013-04-26,3085.659679233466
4_52_2013-05-03,3886.269799595696
4_52_2013-05-10,3757.9414239343205
4_52_2013-05-17,3895.5004864174007
4_52_2013-05-24,3581.6868721316864
4_52_2013-05-31,3321.1652233221625
4_52_2013-06-07,3260.5143730804534
4_52_2013-06-14,3196.508662824044
4_52_2013-06-21,3130.3257461573767
4_52_2013-06-28,3129.3843521097583
4_52_2013-07-05,3212.2210911448465
4_52_2013-07-12,2951.553699014521
4_52_2013-07-19,3418.091416717602
4_52_2013-07-26,3034.0063150244805
4_54_2012-11-02,32.79901111111112
4_54_2012-11-09,50.99583333333334
4_54_2012-11-16,211.8286285714286
4_54_2012-11-23,834.4471466666671
4_54_2012-11-30,50.248091904761914
4_54_2012-12-07,46.42014523809524
4_54_2012-12-21,187.91101190476186
4_54_2012-12-28,708.7882166666666
4_54_2013-01-04,55.12007771825399
4_54_2013-01-11,48.25256438492065
4_54_2013-01-18,39.26754438492065
4_54_2013-02-01,223.97050792582414
4_54_2013-02-08,332.2091813186813
4_54_2013-02-15,225.33549364010986
4_54_2013-02-22,41.89990729090355
4_54_2013-03-01,55.194152479764874
4_54_2013-03-08,46.442486973443245
4_54_2013-03-15,60.40474464093704
4_54_2013-03-22,60.709166973443224
4_54_2013-03-29,55.40281122252749
4_54_2013-04-05,37.31537549603175
4_54_2013-04-12,295.11971749807986
4_54_2013-04-19,66.46525136904762
4_54_2013-04-26,64.04690851190479
4_54_2013-05-03,320.06083157661783
4_54_2013-05-10,328.18219305069925
4_54_2013-05-17,323.19506998931615
4_54_2013-05-24,317.33166437937064
4_54_2013-05-31,49.52158771270398
4_54_2013-06-07,46.17034807900434
4_54_2013-06-21,48.06770009365637
4_54_2013-06-28,57.10303919011545
4_54_2013-07-12,51.490658237734486
4_54_2013-07-19,55.78383696789323
4_54_2013-07-26,43.18663183968809
4_55_2012-11-02,17553.823909477826
4_55_2012-11-09,26259.878820752347
4_55_2012-11-16,24778.87858467391
4_55_2012-11-23,47974.629349999996
4_55_2012-11-30,26458.989498461535
4_55_2012-12-07,25158.49707179487
4_55_2012-12-14,30820.126525333333
4_55_2012-12-21,50101.04362533334
4_55_2012-12-28,28920.420500000007
4_55_2013-01-04,17183.199830851067
4_55_2013-01-11,15276.05695656535
4_55_2013-01-18,14797.625169898682
4_55_2013-01-25,15693.601253321143
4_55_2013-02-01,17122.382493900313
4_55_2013-02-08,16462.66250818603
4_55_2013-02-15,17660.308570851063
4_55_2013-02-22,18965.63891538464
4_55_2013-03-01,17980.62847510957
4_55_2013-03-08,17922.876565483926
4_55_2013-03-15,16840.753870418997
4_55_2013-03-22,15986.312215498674
4_55_2013-03-29,16452.875826164942
4_55_2013-04-05,15127.658890563605
4_55_2013-04-12,14361.353530563605
4_55_2013-04-19,13509.544363741898
4_55_2013-04-26,13518.474797075232
4_55_2013-05-03,14417.201468943917
4_55_2013-05-10,14452.47025783281
4_55_2013-05-17,14308.573714298564
4_55_2013-05-24,14406.438412161811
4_55_2013-05-31,14926.565207832808
4_55_2013-06-07,14573.341657832807
4_55_2013-06-14,14735.337143070903
4_55_2013-06-21,14408.540690257048
4_55_2013-06-28,15022.779922191785
4_55_2013-07-05,14451.146481166143
4_55_2013-07-12,14825.708564499473
4_55_2013-07-19,14671.184421761378
4_55_2013-07-26,14898.750902748774
4_56_2012-11-02,642.9881113095236
4_56_2012-11-09,727.3959779761904
4_56_2012-11-16,1192.2039946428572
4_56_2012-11-23,2446.6011333333345
4_56_2012-11-30,1443.122607142857
4_56_2012-12-07,2142.209423684211
4_56_2012-12-14,1672.7432403508774
4_56_2012-12-21,1195.2488503508769
4_56_2012-12-28,796.9365666666665
4_56_2013-01-04,446.94388744588736
4_56_2013-01-11,547.3784398268398
4_56_2013-01-18,717.8326398268399
4_56_2013-01-25,1117.1086874458874
4_56_2013-02-01,3629.8875028571433
4_56_2013-02-08,3857.7159236507937
4_56_2013-02-15,5775.634201984129
4_56_2013-02-22,5096.731801984128
4_56_2013-03-01,6039.718153537221
4_56_2013-03-08,7424.050836870554
4_56_2013-03-15,10563.774800203888
4_56_2013-03-22,13985.022917981667
4_56_2013-03-29,11980.581910851788
4_56_2013-04-05,21127.15869291947
4_56_2013-04-12,21509.83956800719
4_56_2013-04-19,20327.59129617096
4_56_2013-04-26,19490.686491555578
4_56_2013-05-03,17919.74527577303
4_56_2013-05-10,17183.653739582554
4_56_2013-05-17,16163.809703300498
4_56_2013-05-24,12599.619453913954
4_56_2013-05-31,10775.891887777778
4_56_2013-06-07,7065.065674779944
4_56_2013-06-14,6127.9778174081475
4_56_2013-06-21,5041.865935286938
4_56_2013-06-28,3582.9735761904767
4_56_2013-07-05,3897.9737982220313
4_56_2013-07-12,2356.4286667487127
4_56_2013-07-19,2551.57592723138
4_56_2013-07-26,1773.7480110031638
4_58_2012-11-02,5141.416943772894
4_58_2012-11-09,5173.122420830923
4_58_2012-11-16,6109.597248901098
4_58_2012-11-23,5424.242498901099
4_58_2012-11-30,5820.775598901099
4_58_2012-12-07,6531.9286989011
4_58_2012-12-14,5068.643448901098
4_58_2012-12-21,5339.267082234432
4_58_2012-12-28,4956.5552822344325
4_58_2013-01-04,4241.758182957393
4_58_2013-01-11,4416.659766290727
4_58_2013-01-18,4184.03229962406
4_58_2013-01-25,4215.969366290727
4_58_2013-02-01,5234.411554385963
4_58_2013-02-08,6963.416154385965
4_58_2013-02-15,4909.222007719298
4_58_2013-02-22,5678.26566962406
4_58_2013-03-01,4781.317122957394
4_58_2013-03-08,7336.085987719297
4_58_2013-03-15,3843.272651162521
4_58_2013-03-22,3733.025288220551
4_58_2013-03-29,6355.293366290728
4_58_2013-04-05,3531.8229164256795
4_58_2013-04-12,5348.174471553884
4_58_2013-04-19,3332.195449759012
4_58_2013-04-26,3587.976583092346
4_58_2013-05-03,6908.1258538095235
4_58_2013-05-10,6697.460176031745
4_58_2013-05-17,6804.686876031745
4_58_2013-05-24,6699.841209365079
4_58_2013-05-31,6123.892028454106
4_58_2013-06-07,6659.1609562318845
4_58_2013-06-14,6802.144289565218
4_58_2013-06-21,6152.179206231884
4_58_2013-06-28,5744.810339565218
4_58_2013-07-05,5986.246579574468
4_58_2013-07-12,5525.9534795744685
4_58_2013-07-19,5809.392556904762
4_58_2013-07-26,6268.583323571429
4_59_2012-11-02,571.246392857143
4_59_2012-11-09,617.4582023809523
4_59_2012-11-16,988.7933405860806
4_59_2012-11-23,1933.7612000000006
4_59_2012-11-30,1449.0150972527479
4_59_2012-12-07,2796.568744871795
4_59_2012-12-14,5552.906661538461
4_59_2012-12-21,8043.486144871793
4_59_2012-12-28,5831.958349999998
4_59_2013-01-04,1371.382533333333
4_59_2013-01-11,455.07748333333336
4_59_2013-01-18,456.4650095238096
4_59_2013-01-25,454.8003595238094
4_59_2013-02-01,507.6439595238094
4_59_2013-02-08,603.7472333333332
4_59_2013-02-15,537.0294595238095
4_59_2013-02-22,556.7967595238093
4_59_2013-03-01,531.6978428571427
4_59_2013-03-08,542.6027928571427
4_59_2013-03-15,550.0177928571428
4_59_2013-03-22,567.2638333333333
4_59_2013-03-29,513.1224595238094
4_59_2013-04-05,554.6439366666667
4_59_2013-04-12,525.7560366666665
4_59_2013-04-19,512.4732366666666
4_59_2013-04-26,501.8443533333333
4_59_2013-05-03,537.9527266666665
4_59_2013-05-10,543.1102599999998
4_59_2013-05-17,511.8259683333332
4_59_2013-05-24,525.7503516666666
4_59_2013-05-31,510.55900166666675
4_59_2013-06-07,472.30597987179493
4_59_2013-06-14,512.4957298717949
4_59_2013-06-21,479.372129871795
4_59_2013-06-28,469.91302987179495
4_59_2013-07-05,502.12337499999995
4_59_2013-07-12,494.3576135714286
4_59_2013-07-19,477.9391330463981
4_59_2013-07-26,480.9819963797315
4_60_2012-11-02,414.3850803689065
4_60_2012-11-09,427.94299999999987
4_60_2012-11-16,436.09936666666675
4_60_2012-11-23,1144.985216666667
4_60_2012-11-30,498.33121666666665
4_60_2012-12-07,531.8125
4_60_2012-12-14,700.9503333333334
4_60_2012-12-21,846.9500333333337
4_60_2012-12-28,432.4392333333331
4_60_2013-01-04,488.04152798795405
4_60_2013-01-11,391.939551797478
4_60_2013-01-18,398.7722613212874
4_60_2013-01-25,413.57259378881974
4_60_2013-02-01,333.26296666666644
4_60_2013-02-08,455.0229666666664
4_60_2013-02-15,415.3889999999997
4_60_2013-02-22,423.9952795031055
4_60_2013-03-01,421.2683809523809
4_60_2013-03-08,446.9649666666666
4_60_2013-03-15,372.9116613212874
4_60_2013-03-22,375.0603809523808
4_60_2013-03-29,358.6342795031054
4_60_2013-04-05,313.2479461697721
4_60_2013-04-12,360.31674616977216
4_60_2013-04-19,361.25619725202324
4_60_2013-04-26,376.6261591567852
4_60_2013-05-03,436.7546128364389
4_60_2013-05-10,400.18569941652544
4_60_2013-05-17,368.6264994165256
4_60_2013-05-24,274.54169855072456
4_60_2013-05-31,357.66454299516886
4_60_2013-06-07,351.67989855072454
4_60_2013-06-14,282.5631666666666
4_60_2013-06-21,356.8364477570738
4_60_2013-06-28,339.53811846414465
4_60_2013-07-05,301.9777158730157
4_60_2013-07-12,378.4853282765543
4_60_2013-07-19,372.07222582345196
4_60_2013-07-26,376.36208051948057
4_67_2012-11-02,10791.190266666665
4_67_2012-11-09,10692.081383333332
4_67_2012-11-16,10495.524616666667
4_67_2012-11-23,9471.34365
4_67_2012-11-30,10535.395883333336
4_67_2012-12-07,14794.3885
4_67_2012-12-14,19378.044066666673
4_67_2012-12-21,24053.699716666666
4_67_2012-12-28,12109.536916666664
4_67_2013-01-04,10712.512083333337
4_67_2013-01-11,9461.224466666668
4_67_2013-01-18,10662.818966666666
4_67_2013-01-25,11014.044416666664
4_67_2013-02-01,13640.371234999997
4_67_2013-02-08,18779.48693333333
4_67_2013-02-15,22306.422066666666
4_67_2013-02-22,15619.89358939394
4_67_2013-03-01,10735.008607154801
4_67_2013-03-08,12093.73635554764
4_67_2013-03-15,11456.386894059564
4_67_2013-03-22,11081.7219845907
4_67_2013-03-29,11321.135933880969
4_67_2013-04-05,13929.408237431691
4_67_2013-04-12,11662.41194797091
4_67_2013-04-19,11745.13340595337
4_67_2013-04-26,11513.099802149125
4_67_2013-05-03,20438.084050000005
4_67_2013-05-10,24058.01295151515
4_67_2013-05-17,25259.749050000002
4_67_2013-05-24,14279.820433333332
4_67_2013-05-31,13748.68725
4_67_2013-06-07,12631.377666666664
4_67_2013-06-14,16437.719461111104
4_67_2013-06-21,15823.608564444437
4_67_2013-06-28,11249.013592857138
4_67_2013-07-05,11246.802716666665
4_67_2013-07-12,10251.381116190474
4_67_2013-07-19,10516.434333333336
4_67_2013-07-26,9504.524112268908
4_71_2012-11-02,6532.844672330825
4_71_2012-11-09,7063.955975714286
4_71_2012-11-16,7269.869896616542
4_71_2012-11-23,13810.538466666661
4_71_2012-11-30,9236.229089473682
4_71_2012-12-07,7780.351078571427
4_71_2012-12-14,8244.88048095238
4_71_2012-12-21,8828.263447619047
4_71_2012-12-28,8697.37801190476
4_71_2013-01-04,7384.035857142856
4_71_2013-01-11,7193.082324285714
4_71_2013-01-18,6829.50347380952
4_71_2013-01-25,7649.497996031747
4_71_2013-02-01,8907.064070972645
4_71_2013-02-08,10428.038213829786
4_71_2013-02-15,8713.865954305978
4_71_2013-02-22,8446.23187097264
4_71_2013-03-01,8399.383639142856
4_71_2013-03-08,8693.231457142856
4_71_2013-03-15,8181.452061365078
4_71_2013-03-22,7834.587952172096
4_71_2013-03-29,7813.047352172097
4_71_2013-04-05,7316.467469993163
4_71_2013-04-12,7151.190973794334
4_71_2013-04-19,6958.653303794334
4_71_2013-04-26,7199.142032215388
4_71_2013-05-03,6924.04667714286
4_71_2013-05-10,6841.1467999498755
4_71_2013-05-17,6872.256213283209
4_71_2013-05-24,7409.938042857145
4_71_2013-05-31,7332.512585714289
4_71_2013-06-07,7621.558500000002
4_71_2013-06-14,7741.662383333336
4_71_2013-06-21,7578.0078666666695
4_71_2013-06-28,7507.143016666668
4_71_2013-07-05,7882.5547
4_71_2013-07-12,8068.607783333331
4_71_2013-07-19,7460.561179949876
4_71_2013-07-26,8108.887440476191
4_72_2012-11-02,105444.05597809522
4_72_2012-11-09,102636.64647809527
4_72_2012-11-16,106977.66015666668
4_72_2012-11-23,285734.1798666667
4_72_2012-11-30,139269.5754166667
4_72_2012-12-07,129987.91045000004
4_72_2012-12-14,155283.80205
4_72_2012-12-21,238986.49756666657
4_72_2012-12-28,98756.24881666662
4_72_2013-01-04,84092.52878333331
4_72_2013-01-11,85317.22116666666
4_72_2013-01-18,89086.15594999997
4_72_2013-01-25,106578.5586166667
4_72_2013-02-01,141887.87197619042
4_72_2013-02-08,137964.35659999997
4_72_2013-02-15,133732.32383599435
4_72_2013-02-22,129409.6062333333
4_72_2013-03-01,112998.42726666667
4_72_2013-03-08,102363.0336682051
4_72_2013-03-15,99642.08988487176
4_72_2013-03-22,95822.85131820511
4_72_2013-03-29,92966.07545153845
4_72_2013-04-05,89482.26405820508
4_72_2013-04-12,89791.87352487174
4_72_2013-04-19,90370.75481692304
4_72_2013-04-26,90642.65890820505
4_72_2013-05-03,87029.59807968253
4_72_2013-05-10,84982.92511301588
4_72_2013-05-17,79429.1443463492
4_72_2013-05-24,77010.74811301588
4_72_2013-05-31,78672.80644873016
4_72_2013-06-07,80382.70803920635
4_72_2013-06-14,81567.77212253967
4_72_2013-06-21,81781.01983407814
4_72_2013-06-28,83221.07266587303
4_72_2013-07-05,80794.71666455433
4_72_2013-07-12,82748.502991221
4_72_2013-07-19,78817.13335301586
4_72_2013-07-26,81460.83431264957
4_74_2012-11-02,18806.207404285713
4_74_2012-11-09,18819.51029880952
4_74_2012-11-16,18442.849857380952
4_74_2012-11-23,31751.823216666664
4_74_2012-11-30,18786.782634523806
4_74_2012-12-07,17549.801350476188
4_74_2012-12-14,18303.05956071429
4_74_2012-12-21,20200.293363809524
4_74_2012-12-28,26256.47266666668
4_74_2013-01-04,26986.388783333354
4_74_2013-01-11,23649.761643333346
4_74_2013-01-18,20656.60218420513
4_74_2013-01-25,21242.69941753846
4_74_2013-02-01,21044.72868649572
4_74_2013-02-08,23175.72708333334
4_74_2013-02-15,21550.58553777777
4_74_2013-02-22,22200.063522979246
4_74_2013-03-01,22223.703613264963
4_74_2013-03-08,21787.030837264956
4_74_2013-03-15,21251.702146598298
4_74_2013-03-22,19682.38527197691
4_74_2013-03-29,19640.50949015872
4_74_2013-04-05,19243.51153507214
4_74_2013-04-12,19883.58503132467
4_74_2013-04-19,19611.953402890325
4_74_2013-04-26,19424.569202890325
4_74_2013-05-03,20220.321727142862
4_74_2013-05-10,19879.077455714287
4_74_2013-05-17,20274.175021848736
4_74_2013-05-24,19647.050433333327
4_74_2013-05-31,19482.37363333333
4_74_2013-06-07,20157.589083333332
4_74_2013-06-14,19338.08311666666
4_74_2013-06-21,19994.667350000003
4_74_2013-06-28,19893.51996970588
4_74_2013-07-05,21362.359299999993
4_74_2013-07-12,21754.743486666655
4_74_2013-07-19,21303.414344358967
4_74_2013-07-26,22452.052886025635
4_79_2012-11-02,53088.628648679245
4_79_2012-11-09,54372.04426
4_79_2012-11-16,54470.22826666665
4_79_2012-11-23,54416.36548333333
4_79_2012-11-30,55071.4775333333
4_79_2012-12-07,53160.788683333325
4_79_2012-12-14,50861.82550999997
4_79_2012-12-21,52696.01049333332
4_79_2012-12-28,50276.24081
4_79_2013-01-04,51736.8166
4_79_2013-01-11,51519.36449
4_79_2013-01-18,52388.03685666668
4_79_2013-01-25,53660.08771095241
4_79_2013-02-01,56882.63037878787
4_79_2013-02-08,57130.443166666686
4_79_2013-02-15,56512.64514545453
4_79_2013-02-22,55399.875533333325
4_79_2013-03-01,54876.2135930736
4_79_2013-03-08,58330.6333
4_79_2013-03-15,54546.16867640693
4_79_2013-03-22,54822.65552640693
4_79_2013-03-29,54955.32007666667
4_79_2013-04-05,53872.231605454544
4_79_2013-04-12,57462.18453384616
4_79_2013-04-19,51827.18116974026
4_79_2013-04-26,51949.048419740255
4_79_2013-05-03,55574.29582833333
4_79_2013-05-10,53857.686340952394
4_79_2013-05-17,54540.30975263157
4_79_2013-05-24,54347.26068096491
4_79_2013-05-31,52119.60627358396
4_79_2013-06-07,54594.718511917294
4_79_2013-06-14,55192.39251429824
4_79_2013-06-21,53223.93112525062
4_79_2013-06-28,53704.36609864607
4_79_2013-07-05,54955.131308583965
4_79_2013-07-12,53658.16941025064
4_79_2013-07-19,52715.60515882206
4_79_2013-07-26,52566.30755510782
4_80_2012-11-02,19795.78782874459
4_80_2012-11-09,19580.361838744593
4_80_2012-11-16,19695.821718459385
4_80_2012-11-23,22924.26981666667
4_80_2012-11-30,22862.313213333335
4_80_2012-12-07,19846.818881792715
4_80_2012-12-14,20648.364191792716
4_80_2012-12-21,21421.295215126054
4_80_2012-12-28,19719.77168333333
4_80_2013-01-04,21653.76815428571
4_80_2013-01-11,21435.618579285714
4_80_2013-01-18,21378.43564248918
4_80_2013-01-25,21790.010900822515
4_80_2013-02-01,22694.90892177489
4_80_2013-02-08,23492.552755108223
4_80_2013-02-15,22744.394782380947
4_80_2013-02-22,22022.620767619042
4_80_2013-03-01,22023.095490822514
4_80_2013-03-08,22806.323138441552
4_80_2013-03-15,21774.605275822516
4_80_2013-03-22,22752.373041298695
4_80_2013-03-29,21797.490412965366
4_80_2013-04-05,22070.53540190476
4_80_2013-04-12,22092.41126296536
4_80_2013-04-19,22107.225470108224
4_80_2013-04-26,21923.070916298704
4_80_2013-05-03,18637.8493384127
4_80_2013-05-10,18710.181321746033
4_80_2013-05-17,18431.536625079363
4_80_2013-05-24,17800.912245079366
4_80_2013-05-31,17722.05221174603
4_80_2013-06-07,18163.07847174603
4_80_2013-06-14,18582.36772174603
4_80_2013-06-21,18186.993645079365
4_80_2013-06-28,18412.950267301585
4_80_2013-07-05,18672.505962222225
4_80_2013-07-12,18513.377871111108
4_80_2013-07-19,18047.902682222222
4_80_2013-07-26,17995.718048888888
4_81_2012-11-02,32729.282690350865
4_81_2012-11-09,32817.76305701754
4_81_2012-11-16,33581.025230350875
4_81_2012-11-23,33046.29372368421
4_81_2012-11-30,32635.0975636842
4_81_2012-12-07,30212.49294904762
4_81_2012-12-14,31490.818179047623
4_81_2012-12-21,31302.054665714288
4_81_2012-12-28,28371.367483333324
4_81_2013-01-04,32086.84926571428
4_81_2013-01-11,32014.885149047615
4_81_2013-01-18,32263.411499047616
4_81_2013-01-25,32347.989715714284
4_81_2013-02-01,33140.47331904761
4_81_2013-02-08,33178.69113333333
4_81_2013-02-15,33280.64520238095
4_81_2013-02-22,32873.00926571428
4_81_2013-03-01,32808.43416571428
4_81_2013-03-08,33724.675965714276
4_81_2013-03-15,33171.000929047616
4_81_2013-03-22,33083.61705238095
4_81_2013-03-29,32834.477832380944
4_81_2013-04-05,33394.133435714284
4_81_2013-04-12,33649.72198575756
4_81_2013-04-19,33364.631819999995
4_81_2013-04-26,33075.35571904762
4_81_2013-05-03,32903.030259090905
4_81_2013-05-10,32526.88933663992
4_81_2013-05-17,32504.371656683208
4_81_2013-05-24,32649.65149242424
4_81_2013-05-31,32380.799859090905
4_81_2013-06-07,33102.18303242425
4_81_2013-06-14,32695.45086575758
4_81_2013-06-21,32798.51774242424
4_81_2013-06-28,31909.509157397504
4_81_2013-07-05,33212.52866242424
4_81_2013-07-12,32538.437378068502
4_81_2013-07-19,33025.91587575758
4_81_2013-07-26,32282.958659973265
4_82_2012-11-02,30551.351254435504
4_82_2012-11-09,30454.975794316437
4_82_2012-11-16,32171.126890149768
4_82_2012-11-23,34476.80011666666
4_82_2012-11-30,33084.91318333333
4_82_2012-12-07,44032.63408205129
4_82_2012-12-14,53631.25569333335
4_82_2012-12-21,84730.008
4_82_2012-12-28,44848.71310000001
4_82_2013-01-04,29133.117
4_82_2013-01-11,28481.20081666666
4_82_2013-01-18,27834.873591935484
4_82_2013-01-25,28703.09224193548
4_82_2013-02-01,31437.31594793104
4_82_2013-02-08,31392.546381264376
4_82_2013-02-15,32592.357316666665
4_82_2013-02-22,32162.48493986508
4_82_2013-03-01,31874.862825148768
4_82_2013-03-08,32675.025558482106
4_82_2013-03-15,32310.008494462785
4_82_2013-03-22,32736.017003631023
4_82_2013-03-29,33136.245144807486
4_82_2013-04-05,33840.94678333333
4_82_2013-04-12,32763.05220063896
4_82_2013-04-19,31981.45679376251
4_82_2013-04-26,32203.0407839723
4_82_2013-05-03,28539.674819633776
4_82_2013-05-10,28486.92348303957
4_82_2013-05-17,28569.064541372914
4_82_2013-05-24,29714.391731264364
4_82_2013-05-31,28887.42456293103
4_82_2013-06-07,29393.8485045977
4_82_2013-06-14,29904.05202126436
4_82_2013-06-21,28931.642146264363
4_82_2013-06-28,28138.408803559058
4_82_2013-07-05,29508.226547931034
4_82_2013-07-12,28332.316823559053
4_82_2013-07-19,28416.482253797152
4_82_2013-07-26,28173.63204855906
4_83_2012-11-02,9815.93385
4_83_2012-11-09,10031.757166666668
4_83_2012-11-16,10060.128966666667
4_83_2012-11-23,9992.665033333333
4_83_2012-11-30,9902.177566666665
4_83_2012-12-07,9777.081416666671
4_83_2012-12-14,9234.608183333334
4_83_2012-12-21,11194.584183333336
4_83_2012-12-28,9200.260916666668
4_83_2013-01-04,9615.76816666667
4_83_2013-01-11,9363.086194444444
4_83_2013-01-18,10073.390644444444
4_83_2013-01-25,10603.851316666665
4_83_2013-02-01,11570.981536666664
4_83_2013-02-08,11761.107516666665
4_83_2013-02-15,11344.462636666665
4_83_2013-02-22,11467.648503333332
4_83_2013-03-01,11540.3666
4_83_2013-03-08,12050.199569999997
4_83_2013-03-15,11523.836044444444
4_83_2013-03-22,11436.659063333333
4_83_2013-03-29,10861.0755
4_83_2013-04-05,10751.382396666668
4_83_2013-04-12,11941.870713333332
4_83_2013-04-19,10292.556803333333
4_83_2013-04-26,9648.621511666664
4_83_2013-05-03,10834.383566666667
4_83_2013-05-10,10034.593108333334
4_83_2013-05-17,10065.153125
4_83_2013-05-24,9483.454511666667
4_83_2013-05-31,9312.39435166667
4_83_2013-06-07,9683.900816666668
4_83_2013-06-14,9561.017958333334
4_83_2013-06-21,9456.259370000002
4_83_2013-06-28,9392.422791666671
4_83_2013-07-05,9652.322783333337
4_83_2013-07-12,9907.595495
4_83_2013-07-19,9703.75431631579
4_83_2013-07-26,9577.869374093569
4_85_2012-11-02,2234.1515666666655
4_85_2012-11-09,2099.901716666666
4_85_2012-11-16,2268.4376666666662
4_85_2012-11-23,2495.4866999999995
4_85_2012-11-30,2621.0458833333328
4_85_2012-12-07,3086.7903166666674
4_85_2012-12-14,4429.118350000001
4_85_2012-12-21,4252.823116666667
4_85_2012-12-28,2942.561283333333
4_85_2013-01-04,2123.7547358974375
4_85_2013-01-11,2323.4309124660645
4_85_2013-01-18,2332.1386291327294
4_85_2013-01-25,2466.15452913273
4_85_2013-02-01,2304.964091666668
4_85_2013-02-08,2325.4615783333347
4_85_2013-02-15,2348.915158333335
4_85_2013-02-22,2440.7126575641028
4_85_2013-03-01,2331.506512466063
4_85_2013-03-08,2336.275695000001
4_85_2013-03-15,2431.1533987908497
4_85_2013-03-22,2381.338955000001
4_85_2013-03-29,2332.3636416666677
4_85_2013-04-05,2433.1672916666676
4_85_2013-04-12,2478.554545000001
4_85_2013-04-19,2742.8570916666667
4_85_2013-04-26,2698.477900000001
4_85_2013-05-03,2879.1462200000005
4_85_2013-05-10,3000.054533333334
4_85_2013-05-17,3034.817903333333
4_85_2013-05-24,2835.9955283333325
4_85_2013-05-31,2932.5354916666656
4_85_2013-06-07,2430.125824999999
4_85_2013-06-14,2594.2067116666663
4_85_2013-06-21,2398.557402777777
4_85_2013-06-28,3046.2380630952366
4_85_2013-07-05,2415.812366666666
4_85_2013-07-12,2401.0051966666656
4_85_2013-07-19,2374.930327777777
4_85_2013-07-26,2778.9433102020203
4_87_2012-11-02,15897.559733333335
4_87_2012-11-09,17193.17813333333
4_87_2012-11-16,17194.387499999997
4_87_2012-11-23,16633.680916666664
4_87_2012-11-30,17505.790450000004
4_87_2012-12-07,17561.890866666672
4_87_2012-12-14,16293.409866666669
4_87_2012-12-21,16147.48385
4_87_2012-12-28,15676.538249999998
4_87_2013-01-04,14088.276783333335
4_87_2013-01-11,14294.63891666667
4_87_2013-01-18,14336.197780952389
4_87_2013-01-25,14464.579664285717
4_87_2013-02-01,16995.69235
4_87_2013-02-08,19031.88641666667
4_87_2013-02-15,16872.13128333334
4_87_2013-02-22,16125.811057142862
4_87_2013-03-01,16516.74920714286
4_87_2013-03-08,17547.48955
4_87_2013-03-15,15568.150180952385
4_87_2013-03-22,15866.710800000003
4_87_2013-03-29,17200.352100000004
4_87_2013-04-05,15522.465116666672
4_87_2013-04-12,17416.58755
4_87_2013-04-19,15725.341683333341
4_87_2013-04-26,16072.651150000007
4_87_2013-05-03,15561.885549999999
4_87_2013-05-10,14597.396716666664
4_87_2013-05-17,14768.076116666663
4_87_2013-05-24,15296.470416666667
4_87_2013-05-31,14892.120383333331
4_87_2013-06-07,15235.826449999995
4_87_2013-06-14,15405.988149999997
4_87_2013-06-21,15075.649333333331
4_87_2013-06-28,14925.807116666661
4_87_2013-07-05,14953.131166666662
4_87_2013-07-12,14259.029399999998
4_87_2013-07-19,14179.704016666663
4_87_2013-07-26,14198.224516666667
4_90_2012-11-02,99166.00800714288
4_90_2012-11-09,98986.94695714288
4_90_2012-11-16,98968.53302380953
4_90_2012-11-23,114538.53148333335
4_90_2012-11-30,95512.15220714286
4_90_2012-12-07,96856.85757380952
4_90_2012-12-14,98563.46450714288
4_90_2012-12-21,98103.47559047621
4_90_2012-12-28,91089.02167380949
4_90_2013-01-04,97464.87680714285
4_90_2013-01-11,93359.48559577925
4_90_2013-01-18,94058.23847077925
4_90_2013-01-25,91868.32547435065
4_90_2013-02-01,92038.46475238094
4_90_2013-02-08,97780.62316904761
4_90_2013-02-15,93950.40278571431
4_90_2013-02-22,95424.73727435066
4_90_2013-03-01,92509.42817654845
4_90_2013-03-08,95809.80965654759
4_90_2013-03-15,91060.93992511988
4_90_2013-03-22,90084.66803666666
4_90_2013-03-29,93714.87777380951
4_90_2013-04-05,89464.19148571425
4_90_2013-04-12,92871.66070416664
4_90_2013-04-19,87910.3684404762
4_90_2013-04-26,88219.44277380953
4_90_2013-05-03,87589.6435404762
4_90_2013-05-10,87306.38077380953
4_90_2013-05-17,86317.15479285715
4_90_2013-05-24,84697.85098666669
4_90_2013-05-31,85397.88788666668
4_90_2013-06-07,85842.23347619048
4_90_2013-06-14,86357.65655952379
4_90_2013-06-21,86640.13981666666
4_90_2013-06-28,86608.22354978355
4_90_2013-07-05,87217.2217333333
4_90_2013-07-12,87872.9989333333
4_90_2013-07-19,86518.48309166665
